id,date,teamId,Team,PlayerID,name,firstName,lastName,age,OVA,POT,BOV,BP,GROWTH,ATTACHING,CROSSING,FINISHING,HEADING_ACCURACY,SHORT_PASSING,Volleys,TotalSkill,Dribbing,Curve,FkAccuracy,LONG_PASSING,BallControl,TotalMovement,Acceleration,SprintSpeed,Agility,Reactions,Balance,TotalPower,ShotPower,Jumping,Stamina,Strength,LongShots,TotalMentary,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,DEFENDING,Marking,StandingStackle,SlidingTackle,GOALKEEPING,GKDriving,GKHandling,GKKicking,GKPositioning,GKReflexes,TotalStats,BaseStats,AttackingWorkRate,DefensiveWorkRate,Pac,SHO,Pas,Dri,DEF,PHY
1482,2017-09-01,23,Newcastle,3934," M. Ritchie",M.,Ritchie,27,75,75,75,LM,0,333,76,73,38,71,75,354,76,72,65,66,75,382,77,74,74,73,84,364,76,72,78,61,77,336,70,46,74,74,72,72,68,56,54,53,61,15,8,11,14,13,1993,417,Medium,Medium,75,75,72,76,51,68
1483,2017-09-01,23,Newcastle,4859," C. Atsu",C.,Atsu,25,75,78,76,CAM,3,315,67,65,50,75,58,345,79,70,55,65,76,437,94,89,89,73,92,308,72,68,56,46,66,300,49,35,73,70,73,73,64,29,37,35,56,13,12,12,10,9,1862,392,High,Low,91,67,70,79,35,50
1484,2017-09-01,23,Newcastle,6425," Joselu",Joselu,Joselu,27,75,76,74,ST,1,358,58,75,80,70,75,346,74,76,71,49,76,318,61,63,67,74,53,351,77,64,68,71,71,294,57,19,78,68,72,72,65,17,24,15,52,11,11,8,15,7,1775,367,Medium,Medium,62,75,64,73,26,67
1485,2017-09-01,23,Newcastle,4771," D. Gayle",D.,Gayle,26,75,78,74,ST,3,336,59,79,68,62,68,323,70,54,75,53,71,404,85,82,83,74,80,344,73,71,66,62,72,266,46,35,78,34,73,73,76,12,21,13,49,10,7,16,8,8,1768,371,Medium,Medium,83,76,55,72,25,60
1486,2017-09-01,23,Newcastle,NULL," A. Mitrović",A.,Mitrović,22,75,80,74,ST,5,335,29,76,84,64,82,273,68,39,52,43,71,298,52,64,61,73,48,378,80,81,67,84,66,309,89,14,77,65,64,64,76,14,24,13,53,15,12,6,7,13,1697,358,Medium,Medium,59,75,52,67,24,81
1487,2017-09-01,20,Southampton,4605," M. Yoshida",M.,Yoshida,28,75,75,74,CB,0,263,36,34,74,63,56,243,57,38,33,52,63,325,61,62,72,73,57,328,50,85,74,78,41,282,66,70,42,50,54,54,65,76,79,76,55,12,16,8,6,13,1727,366,Medium,High,62,41,51,61,76,75
1488,2017-09-01,20,Southampton,5272," P. Højbjerg",P.,Højbjerg,21,75,81,74,CM,6,314,66,52,60,76,60,365,75,69,70,74,77,340,65,64,71,75,65,366,78,64,79,77,68,339,78,74,62,74,51,51,69,65,73,64,50,9,7,12,11,11,1976,419,Medium,Medium,64,61,73,75,69,77
1489,2017-09-01,20,Southampton,4573," A. McCarthy",A.,McCarthy,27,75,77,74,GK,2,89,11,17,16,33,12,102,17,15,18,35,17,261,58,56,35,69,43,200,20,68,35,63,14,164,35,22,16,50,41,41,63,13,13,12,362,76,73,61,74,78,1216,419,Medium,Medium,76,73,61,78,57,74
1490,2017-09-01,25,"West Ham",11284," A. Masuaku",A.,Masuaku,23,75,81,75,LM,6,327,75,60,60,71,61,341,80,69,48,68,76,405,87,86,76,75,81,368,77,69,77,74,71,319,65,66,68,71,49,49,73,70,74,73,39,8,7,10,7,7,2016,443,High,Medium,86,66,70,78,70,73
1491,2017-09-01,25,"West Ham",NULL," D. Sakho",D.,Sakho,27,75,76,74,ST,1,342,58,76,76,62,70,312,72,53,62,52,73,349,72,73,70,74,60,355,72,80,60,79,64,310,67,37,77,56,73,73,69,24,23,22,60,12,10,9,13,16,1797,378,High,Medium,73,72,58,72,31,72
1492,2017-09-01,26,Leicester,3157," D. Simpson",D.,Simpson,30,75,75,75,CB,0,280,68,27,71,64,50,269,64,44,32,60,69,359,70,68,65,76,80,321,37,79,79,72,54,331,79,77,58,63,54,54,67,78,77,76,58,10,15,13,9,11,1849,388,Low,High,69,38,61,67,77,76
1493,2017-09-01,26,Leicester,13554," K. Iheanacho",K.,Iheanacho,20,75,86,74,ST,11,322,48,79,60,66,69,326,73,67,53,58,75,384,84,84,78,70,68,342,76,58,68,74,66,291,56,17,79,65,74,74,72,15,22,12,48,8,7,7,11,15,1762,383,High,Medium,84,75,60,74,22,68
1494,2017-09-01,26,Leicester,13490," Y. Benalouane",Y.,Benalouane,30,75,75,74,CB,0,264,61,24,67,64,48,273,47,51,52,63,60,314,64,64,60,67,59,335,68,79,67,82,39,289,87,78,46,40,38,38,63,73,76,75,65,14,13,9,14,15,1764,368,Medium,High,64,39,57,54,75,79
1495,2017-09-01,26,Leicester,12306," D. Amartey",D.,Amartey,22,75,82,75,CB,7,313,49,46,74,76,68,288,69,44,32,71,72,359,70,76,68,76,69,414,83,86,89,85,71,309,84,72,42,60,51,51,70,70,74,72,62,13,13,13,8,15,1961,424,Medium,High,73,60,63,70,72,86
1496,2017-09-01,36,"West Brom",3244," J. Livermore",J.,Livermore,27,75,76,75,CDM,1,335,65,64,69,78,59,349,72,69,58,75,75,340,65,64,65,74,72,371,72,69,84,77,69,350,83,76,61,73,57,57,79,70,72,66,51,9,15,8,10,9,2004,426,Medium,Medium,64,66,73,72,71,80
1497,2017-09-01,36,"West Brom",3744," C. Brunt",C.,Brunt,32,75,75,75,CM,0,349,85,67,61,78,58,389,77,86,70,79,77,319,63,56,65,74,61,373,86,77,65,66,79,354,69,67,70,74,74,74,65,65,71,63,53,11,13,6,16,7,2036,420,Medium,Medium,59,73,79,75,67,67
1498,2017-09-01,36,"West Brom",4198," C. Dawson",C.,Dawson,27,75,76,75,CB,1,281,66,49,81,65,20,251,55,45,24,60,67,310,62,67,62,69,50,309,57,83,78,77,14,318,71,74,56,51,66,66,68,75,78,74,34,7,8,7,7,5,1730,379,Medium,Medium,65,43,59,60,76,76
1499,2017-09-01,33,Watford,3508," Y. Kaboul",Y.,Kaboul,31,75,75,74,CB,0,255,56,21,80,64,34,252,52,44,43,54,59,268,46,57,53,66,46,368,82,78,67,85,56,311,81,74,51,51,54,54,65,72,75,74,45,9,14,7,9,6,1720,360,High,Medium,52,44,56,55,74,79
1500,2017-09-01,33,Watford,5668," M. Britos",M.,Britos,31,75,75,74,CB,0,237,43,37,75,60,22,268,47,47,52,64,58,270,48,51,49,68,54,285,30,83,62,79,31,257,76,75,24,31,51,51,66,75,78,76,57,12,13,11,10,11,1603,336,Medium,Medium,50,34,50,52,76,74
1501,2017-09-01,33,Watford,4105," N. Chalobah",N.,Chalobah,22,75,84,74,CDM,9,314,58,55,71,77,53,314,70,51,38,79,76,335,69,65,74,69,58,356,71,71,72,75,67,329,72,70,62,76,49,49,71,72,74,71,52,12,9,15,8,8,1917,415,Medium,Medium,67,61,70,72,72,73
1502,2017-09-01,33,Watford,22546," Kiko Femenía",Kiko,Femenía,26,75,78,76,RWB,3,323,78,62,52,77,54,331,79,65,55,54,78,389,75,79,85,64,86,339,56,69,82,67,65,338,70,74,68,66,60,60,66,68,75,77,64,16,15,7,15,11,2004,429,High,Medium,77,61,70,79,71,71
1503,2017-09-01,33,Watford,10123," M. Zeegelaar",M.,Zeegelaar,26,75,75,74,LWB,0,317,75,62,55,67,58,328,74,68,52,59,75,349,75,81,68,72,53,372,76,66,83,83,64,337,71,72,74,67,53,53,68,71,75,75,60,12,15,12,11,10,1984,434,High,Medium,78,65,67,73,71,80
1504,2017-09-01,33,Watford,8589," W. Hughes",W.,Hughes,22,75,84,74,CM,9,306,64,61,58,77,46,332,77,56,48,73,78,359,68,65,73,75,78,303,58,54,74,61,56,336,67,62,68,79,60,60,78,67,68,67,55,7,15,12,9,12,1893,404,Medium,Medium,66,59,72,77,65,65
1505,2017-09-01,33,Watford,19605," C. Kabasele",C.,Kabasele,26,75,77,74,CB,2,282,47,49,74,60,52,241,59,34,27,57,64,338,71,74,63,71,59,338,57,79,77,81,44,296,75,74,58,36,53,53,64,73,75,78,61,14,11,6,14,16,1782,387,Medium,High,73,50,49,62,74,79
1506,2017-09-01,43,Burnley,3999," S. Ward",S.,Ward,31,75,75,74,CB,0,337,72,58,70,71,66,332,69,69,55,68,71,338,66,67,66,76,63,348,63,72,82,77,54,336,78,74,58,64,62,62,68,74,76,75,62,6,16,13,11,16,1978,415,High,High,67,59,68,69,74,78
1507,2017-09-01,43,Burnley,NULL," J. Walters",J.,Walters,33,75,75,74,ST,0,365,74,75,76,73,67,328,72,64,56,63,73,344,62,64,73,77,68,386,75,75,84,83,69,361,81,61,76,69,74,74,73,56,58,49,45,8,14,7,10,6,1992,419,High,High,63,73,70,72,59,82
1508,2017-09-01,43,Burnley,8586," J. Hendrick",J.,Hendrick,25,75,80,74,CM,5,350,70,67,68,77,68,363,76,73,64,76,74,362,73,69,71,72,77,373,71,76,79,78,69,358,75,75,71,74,63,63,77,68,72,69,50,12,6,9,9,14,2065,437,Medium,Medium,71,68,74,75,71,78
1509,2017-09-01,43,Burnley,3756," C. Wood",C.,Wood,25,75,78,74,ST,3,324,41,77,75,65,66,300,66,63,54,48,69,325,67,72,62,69,55,381,80,68,76,86,71,318,74,40,77,50,77,77,72,32,30,29,69,14,16,16,7,16,1808,383,Medium,Medium,70,76,54,66,37,80
1510,2017-09-01,6,"Crystal Palace",3929," J. Ward",J.,Ward,27,75,76,75,CB,1,297,73,46,75,70,33,277,64,43,34,69,67,329,64,65,66,73,61,352,68,66,77,78,63,323,74,77,64,68,40,40,73,76,78,77,43,8,7,7,10,11,1852,404,Medium,Medium,65,54,67,65,77,76
1511,2017-09-01,6,"Crystal Palace",3362," P. van Aanholt",P.,"van Aanholt",26,75,76,74,LB,1,313,62,61,64,73,53,319,74,38,61,74,72,404,87,86,77,76,78,369,70,86,84,65,64,323,73,67,73,64,46,46,65,65,76,75,45,9,15,7,8,6,1989,432,High,Medium,86,63,67,74,70,72
1512,2017-09-01,6,"Crystal Palace",4224," J. McArthur",J.,McArthur,29,75,75,76,CDM,0,317,66,56,66,78,51,332,66,54,61,74,77,352,65,60,72,77,78,338,65,61,78,73,61,375,86,78,73,71,67,67,77,70,74,70,5,1,1,1,1,1,1933,413,High,High,62,60,72,71,72,76
1513,2017-09-01,42,Stoke,4821," E. Pieters",E.,Pieters,28,75,75,77,CB,0,272,58,32,73,75,34,320,64,67,56,60,73,325,63,69,65,71,57,307,51,68,75,77,36,349,85,77,61,61,65,65,67,77,80,81,61,16,15,8,12,10,1872,394,Medium,Medium,66,40,65,67,78,78
1514,2017-09-01,42,Stoke,2148," G. Johnson",G.,Johnson,32,75,75,74,RB,0,328,75,54,68,75,56,348,78,69,54,70,77,356,74,69,72,74,67,369,79,77,71,72,70,337,71,68,69,69,60,60,72,75,76,77,40,13,7,7,6,7,2006,427,High,Low,71,63,72,76,73,72
1515,2017-09-01,131,Brighton,8163," L. Dunk",L.,Dunk,25,75,80,74,CB,5,229,27,37,75,66,24,239,58,23,28,68,62,267,45,54,52,72,44,272,42,64,70,84,12,262,80,78,23,45,36,36,66,71,74,73,58,15,16,9,12,6,1545,344,High,Medium,50,32,50,59,74,79
1516,2017-09-01,131,Brighton,16234," E. Schelotto",E.,Schelotto,28,75,75,75,RB,0,317,74,52,64,68,59,332,71,67,57,65,72,365,74,82,71,73,65,379,75,72,90,75,67,347,85,73,73,62,54,54,66,68,74,76,42,11,11,6,5,9,2000,429,High,Medium,78,61,67,71,71,81
1517,2017-09-01,159,Huddersfield,12444," J. Lössl",J.,Lössl,28,75,76,74,GK,1,84,14,12,17,30,11,95,15,14,13,34,19,197,29,34,32,72,30,180,22,51,25,67,15,108,17,20,10,49,12,12,30,12,13,15,366,74,77,67,71,77,1070,398,Medium,Medium,74,77,67,77,32,71
1518,2017-09-01,159,Huddersfield,7103," M. Jørgensen",M.,Jørgensen,27,75,78,74,CB,3,271,47,34,76,74,40,238,48,30,26,68,66,320,66,71,62,66,55,326,61,73,78,84,30,293,84,71,46,65,27,27,71,70,76,71,61,16,9,9,14,13,1726,380,Medium,High,69,39,61,56,73,82
1519,2017-09-01,127,Bournemouth,4499," N. Aké",N.,Aké,22,75,85,74,CB,10,301,64,41,69,75,52,326,63,63,59,72,69,353,75,76,66,73,63,348,63,78,75,76,56,288,67,76,44,53,48,48,68,75,77,74,50,10,7,7,16,10,1892,407,Medium,Medium,76,49,67,66,75,74
1520,2017-09-01,127,Bournemouth,3242," C. Daniels",C.,Daniels,30,75,75,74,LB,0,306,74,50,64,73,45,352,74,67,68,69,74,367,77,75,73,70,72,344,68,78,79,72,47,336,51,71,71,71,72,72,69,72,76,74,56,14,16,13,6,7,1983,419,High,Medium,76,55,72,74,72,70
1521,2017-09-01,127,Bournemouth,2338," A. Surman",A.,Surman,30,75,75,74,CM,0,327,68,63,59,82,55,351,72,61,68,76,74,326,62,60,63,69,72,349,67,71,77,69,65,341,68,65,65,76,67,67,73,62,68,62,61,16,14,7,16,8,1947,407,Medium,Medium,61,64,75,72,64,71
1522,2017-09-01,127,Bournemouth,8454," C. Wilson",C.,Wilson,25,75,79,75,ST,4,328,52,79,62,70,65,315,73,62,45,60,75,406,92,89,78,70,77,352,69,66,75,78,64,336,73,40,77,71,75,75,78,20,39,25,49,10,15,8,10,6,1870,410,High,Medium,90,73,63,74,34,76
1523,2017-09-01,45,Swansea,3956," K. Naughton",K.,Naughton,28,75,75,74,RB,0,311,71,45,70,73,52,269,64,43,28,66,68,359,74,74,71,70,70,335,68,73,74,68,52,301,68,73,54,59,47,47,67,71,78,79,51,12,10,9,9,11,1854,402,High,Medium,74,52,65,67,74,70
1524,2017-09-01,45,Swansea,2867," M. Olsson",M.,Olsson,29,75,75,74,LB,0,322,69,55,64,69,65,325,72,64,53,66,70,374,79,84,74,73,64,370,75,73,86,72,64,327,74,69,69,66,49,49,72,74,76,73,48,11,9,7,9,12,1989,431,High,Medium,82,62,67,71,73,76
1525,2017-09-01,45,Swansea,2681," W. Routledge",W.,Routledge,32,75,75,74,RM,0,321,74,69,34,73,71,321,83,61,28,72,77,382,71,72,79,73,87,329,68,71,68,67,55,284,36,39,72,74,63,63,69,30,37,46,59,15,11,8,10,15,1809,386,High,High,72,66,70,81,36,61
1526,2017-09-01,45,Swansea,7122," L. Narsingh",L.,Narsingh,26,75,75,75,RM,0,319,76,70,40,71,62,322,76,69,59,42,76,413,91,91,80,74,77,289,65,34,71,65,54,251,28,20,73,72,58,58,71,19,28,22,46,10,8,14,8,6,1709,381,Medium,Low,91,65,67,76,24,58
1527,2017-09-01,45,Swansea,2341," N. Dyer",N.,Dyer,29,75,75,75,CAM,0,295,64,73,32,74,52,322,80,58,42,65,77,412,85,82,85,67,93,348,75,72,72,55,74,312,69,35,72,66,70,70,67,33,45,48,61,12,11,14,8,16,1876,403,High,High,83,72,67,80,38,63
1528,2017-09-01,1,Arsenal,4717," A. Iwobi",A.,Iwobi,21,74,85,75,CAM,11,285,52,63,42,80,48,313,83,50,40,57,83,382,79,78,77,72,76,313,67,50,70,72,54,269,46,24,68,75,56,56,70,29,26,23,58,14,7,12,14,11,1698,380,Medium,Medium,78,61,66,82,28,65
1529,2017-09-01,7,Everton,NULL," Joel Robles",Joel,Robles,27,74,78,73,GK,4,63,12,11,12,15,13,97,15,11,20,26,25,256,49,52,47,67,41,213,36,64,30,72,11,114,23,22,16,38,15,15,37,15,11,14,371,78,69,75,72,77,1154,422,Medium,Medium,78,69,75,77,51,72
1530,2017-09-01,23,Newcastle,10487," Ayoze Pérez",Ayoze,Pérez,23,74,81,75,CAM,7,336,43,78,65,72,78,361,82,79,71,51,78,385,77,74,84,71,79,327,63,72,73,57,62,304,69,18,79,65,73,73,72,19,25,15,57,12,12,11,14,8,1829,378,High,Medium,75,72,62,80,25,64
1531,2017-09-01,23,Newcastle,19778," Merino",Merino,Merino,21,74,84,74,CM,10,331,59,62,75,77,58,361,73,68,69,74,77,315,62,61,64,71,57,341,63,68,69,74,67,350,74,74,70,74,58,58,66,59,75,65,57,9,12,9,13,14,1954,409,Medium,Medium,61,63,72,72,69,72
1532,2017-09-01,26,Leicester,NULL," L. Ulloa",L.,Ulloa,30,74,74,73,ST,0,349,51,74,83,69,72,316,70,55,56,63,72,284,44,53,55,75,57,368,76,74,67,88,63,314,71,33,76,61,73,73,72,27,48,45,56,13,8,8,16,11,1807,373,Medium,Medium,49,72,62,69,42,79
1533,2017-09-01,36,"West Brom",4395," J. McClean",J.,McClean,28,74,74,73,LM,0,339,73,67,71,69,59,352,79,68,66,66,73,374,75,79,75,72,73,356,69,72,78,72,65,339,80,51,73,70,65,65,71,59,56,60,68,6,16,16,15,15,2003,422,High,High,77,67,69,76,58,75
1534,2017-09-01,33,Watford,21730," M. Wagué",M.,Wagué,26,74,77,73,CB,3,211,36,31,73,46,25,197,36,30,29,51,51,277,51,64,47,69,46,297,44,67,66,91,29,247,77,71,29,36,34,34,68,75,75,73,39,13,9,5,6,6,1491,331,Low,Medium,58,33,41,44,74,81
1535,2017-09-01,33,Watford,2686," B. Watson",B.,Watson,31,74,74,73,CM,0,341,74,67,58,79,63,377,68,80,76,77,76,320,57,45,70,73,75,356,73,74,75,70,64,346,61,72,64,71,78,78,74,64,72,69,47,13,8,14,6,6,1992,403,Low,High,50,68,76,71,68,70
1536,2017-09-01,33,Watford,NULL," B. Dja Djédjé",B.,"Dja Djédjé",26,74,76,73,CDM,2,292,69,58,58,76,31,314,70,56,47,66,75,392,76,79,76,74,87,339,72,67,75,72,53,349,83,72,68,68,58,58,65,70,75,72,50,7,7,14,14,8,1953,425,High,Medium,78,59,69,73,71,75
1537,2017-09-01,43,Burnley,8246," A. Barnes",A.,Barnes,27,74,74,73,ST,0,349,65,74,76,66,68,321,72,60,56,57,76,341,68,67,71,68,67,383,76,82,78,80,67,332,87,35,73,63,74,74,67,33,46,39,47,6,10,11,10,10,1891,399,High,Medium,67,73,63,73,42,81
1538,2017-09-01,6,"Crystal Palace",2569," W. Hennessey",W.,Hennessey,30,74,74,73,GK,0,59,11,12,14,12,10,56,8,12,11,13,12,243,40,41,50,61,51,182,34,41,29,68,10,132,21,22,14,58,17,17,48,15,18,13,376,73,76,80,76,71,1094,417,Medium,Medium,73,76,80,71,41,76
1539,2017-09-01,6,"Crystal Palace",13561," T. Fosu-Mensah",T.,Fosu-Mensah,19,74,86,74,CB,12,324,66,57,73,73,55,293,65,60,34,70,64,373,82,85,73,70,63,361,79,76,67,79,60,327,84,74,60,61,48,48,69,71,74,74,45,11,8,8,7,11,1942,428,Medium,Medium,84,62,66,66,73,77
1540,2017-09-01,6,"Crystal Palace",4878," J. Riedewald",J.,Riedewald,20,74,82,74,CB,8,299,65,46,69,74,45,286,67,35,35,75,74,353,73,74,72,75,59,333,69,69,74,72,49,304,66,79,53,64,42,42,64,70,75,72,61,15,7,15,9,15,1853,405,Medium,Medium,74,51,66,70,73,71
1541,2017-09-01,6,"Crystal Palace",4084," J. Puncheon",J.,Puncheon,31,74,74,73,CAM,0,335,75,68,49,75,68,376,75,75,76,76,74,365,67,67,75,73,83,348,74,63,74,68,69,351,72,59,73,74,73,73,74,65,63,58,68,13,13,14,16,12,2029,418,Medium,Medium,67,70,75,75,61,70
1542,2017-09-01,6,"Crystal Palace",1911," D. Delaney",D.,Delaney,35,74,74,73,CB,0,238,51,32,77,50,28,221,28,32,49,57,55,200,31,32,26,73,38,313,49,58,65,84,57,292,87,71,33,45,56,56,61,73,75,74,52,6,14,7,14,11,1538,314,Medium,Medium,32,41,49,39,74,79
1543,2017-09-01,42,Stoke,1629," P. Crouch",P.,Crouch,36,74,74,73,ST,0,371,59,76,81,75,80,311,64,57,50,63,77,230,31,34,55,82,28,315,74,31,66,74,70,321,68,23,82,74,74,74,76,31,26,20,58,13,14,7,10,14,1683,343,Medium,Medium,33,75,68,66,32,69
1544,2017-09-01,42,Stoke,19673," R. Sobhi",R.,Sobhi,20,74,85,73,CAM,11,326,70,60,59,76,61,348,79,63,63,64,79,354,77,74,73,63,67,318,62,51,72,68,65,299,54,33,73,74,65,65,75,43,44,46,62,12,13,15,12,10,1840,393,High,High,75,62,71,77,43,65
1545,2017-09-01,42,Stoke,4081," C. Adam",C.,Adam,31,74,74,73,CM,0,367,82,67,66,77,75,373,64,79,75,81,74,282,48,39,59,73,63,354,85,58,56,75,80,383,88,54,77,81,83,83,71,54,61,57,36,8,7,9,6,6,1967,394,Medium,Low,43,75,79,67,58,72
1546,2017-09-01,131,Brighton,3601," S. Duffy",S.,Duffy,25,74,79,73,CB,5,239,38,33,74,64,30,224,39,37,33,58,57,241,49,52,32,66,42,340,55,86,67,83,49,304,84,72,49,44,55,55,64,72,70,74,56,9,11,16,8,12,1620,340,Medium,Medium,51,42,51,45,72,79
1547,2017-09-01,131,Brighton,8168," D. Stephens",D.,Stephens,28,74,74,74,CDM,0,344,70,63,65,77,69,337,64,67,61,73,72,334,63,63,69,73,66,378,67,89,84,68,70,331,78,72,66,71,44,44,68,69,74,69,57,11,15,8,13,10,1993,414,Medium,Medium,63,65,73,67,71,75
1548,2017-09-01,159,Huddersfield,4137," T. Ince",T.,Ince,25,74,77,74,RW,3,293,71,71,40,67,44,360,77,75,73,59,76,394,81,77,87,68,81,316,70,55,68,52,71,279,38,30,73,70,68,68,67,22,24,21,52,9,12,15,8,8,1761,372,Medium,Medium,79,69,68,77,26,53
1549,2017-09-01,159,Huddersfield,16747," L. Depoitre",L.,Depoitre,28,74,74,73,ST,0,337,42,74,82,70,69,270,64,46,29,59,72,258,48,61,37,72,40,380,77,68,82,90,63,313,77,32,77,65,62,62,73,15,46,38,50,7,16,6,9,12,1707,370,High,High,55,72,59,63,37,84
1550,2017-09-01,159,Huddersfield,3801," J. Hogg",J.,Hogg,28,74,74,73,CDM,0,303,58,54,64,74,53,291,67,46,41,69,68,353,73,68,67,73,72,347,61,66,91,75,54,313,77,74,58,63,41,41,70,68,73,72,52,6,8,13,14,11,1872,408,Medium,High,70,55,65,68,71,79
1551,2017-09-01,127,Bournemouth,4040," B. Afobe",B.,Afobe,24,74,79,73,ST,5,329,49,77,66,67,70,321,71,68,57,52,73,368,82,79,70,68,69,359,68,77,71,76,67,300,60,25,78,65,72,72,70,21,22,17,39,7,6,9,10,7,1776,382,High,Medium,80,73,60,71,26,72
1552,2017-09-01,45,Swansea,4405," Àngel Rangel",Àngel,Rangel,34,74,74,76,CB,0,325,80,56,76,70,43,339,73,63,57,71,75,298,53,47,68,75,55,343,66,75,67,76,59,345,68,82,65,71,59,59,76,78,80,77,49,13,16,8,6,6,1934,403,Medium,High,50,59,71,72,79,72
1553,2017-09-01,7,Everton,13389," T. Davies",T.,Davies,19,73,85,72,RM,12,301,66,64,52,79,40,319,73,43,55,71,77,362,74,73,75,65,75,333,70,57,81,69,56,314,77,56,66,73,42,42,74,54,64,58,56,11,12,9,14,10,1861,410,Medium,Medium,73,61,71,74,58,73
1554,2017-09-01,12,"Man Utd",NULL," A. Tuanzebe",A.,Tuanzebe,19,73,84,72,CB,11,250,42,26,71,70,41,273,63,45,37,65,63,348,74,76,68,66,64,296,46,73,69,74,34,283,70,70,41,52,50,50,68,73,74,73,43,5,8,5,13,12,1713,375,Medium,Medium,75,34,57,64,73,72
1555,2017-09-01,23,Newcastle,9257," J. Lascelles",J.,Lascelles,23,73,80,72,CB,7,237,46,23,74,61,33,203,46,29,16,54,58,317,62,62,72,69,52,295,40,83,67,78,27,218,69,70,21,39,19,19,66,75,74,72,57,10,15,7,10,15,1548,339,Medium,High,62,27,49,54,73,74
1556,2017-09-01,23,Newcastle,10522," D. Yedlin",D.,Yedlin,23,73,80,72,RB,7,301,68,40,65,68,60,294,74,70,28,53,69,417,93,93,86,70,75,353,73,70,88,71,51,307,75,59,67,68,38,38,72,67,71,71,51,7,15,7,11,11,1932,425,High,Medium,93,51,64,74,67,76
1557,2017-09-01,23,Newcastle,3982," M. Diamé",M.,Diamé,30,73,73,74,CB,0,345,63,64,74,75,69,330,80,69,29,72,80,353,71,75,73,65,69,382,85,73,72,79,73,344,77,72,68,64,63,63,67,69,77,77,58,16,13,13,9,7,2035,438,Medium,High,73,70,67,78,73,77
1558,2017-09-01,23,Newcastle,NULL," F. Woodman",F.,Woodman,20,62,78,61,GK,16,92,14,16,20,26,16,93,17,15,13,26,22,224,42,46,38,61,37,169,24,48,30,46,21,127,32,28,12,35,20,20,31,13,21,20,305,65,59,58,62,61,1064,349,Medium,Medium,65,59,58,61,44,62
1559,2017-09-01,23,Newcastle,NULL," J. Sterry",J.,Sterry,21,62,71,63,CB,9,232,57,32,55,52,36,246,61,40,40,46,59,337,70,70,64,63,70,265,37,63,61,70,34,286,76,60,58,45,47,47,52,59,65,64,53,7,15,8,9,14,1607,347,High,Medium,70,36,50,61,61,69
1560,2017-09-01,23,Newcastle,NULL," M. Gillesphey",M.,Gillesphey,21,62,72,61,CB,10,233,56,28,58,57,34,197,36,29,37,42,53,267,52,51,43,53,68,276,46,74,64,63,29,235,60,57,29,38,51,51,50,59,66,65,53,15,9,8,10,11,1451,300,Medium,Medium,51,33,48,44,61,63
1561,2017-09-01,20,Southampton,NULL," J. Flannigan",J.,Flannigan,21,62,74,63,CAM,12,281,50,57,52,71,51,321,66,64,56,66,69,304,57,65,63,52,67,278,65,54,53,62,44,252,51,28,54,64,55,55,61,49,53,52,49,7,9,9,14,10,1639,350,Medium,Medium,61,55,64,66,47,57
1562,2017-09-01,25,"West Ham",NULL," Domingos Quina",Domingos,Quina,17,62,82,61,CAM,20,233,54,44,30,59,46,300,68,58,47,58,69,356,74,72,78,55,77,265,54,54,60,40,57,238,53,28,51,61,45,45,59,19,30,27,49,12,11,8,12,6,1517,323,Medium,Medium,73,49,58,69,26,48
1563,2017-09-01,25,"West Ham",NULL," Toni Martínez",Toni,Martínez,20,62,76,61,ST,14,272,42,65,59,51,55,234,56,47,30,43,58,335,73,71,61,65,65,292,56,67,56,58,55,247,48,18,66,51,64,64,55,16,14,23,50,11,11,12,7,9,1483,315,Medium,Medium,72,61,47,58,21,56
1564,2017-09-01,26,Leicester,NULL," D. Iversen",D.,Iversen,19,62,76,61,GK,14,94,17,14,16,27,20,75,11,16,11,21,16,214,40,44,32,50,48,208,23,59,44,67,15,112,19,20,19,33,21,21,28,20,18,13,310,67,61,62,59,61,1064,352,Medium,Medium,67,61,62,61,42,59
1565,2017-09-01,33,Watford,NULL," D. Bachmann",D.,Bachmann,22,62,72,61,GK,10,95,14,17,12,36,16,109,14,18,20,35,22,240,50,37,40,69,44,190,21,57,36,61,15,121,31,26,13,20,31,31,22,16,11,11,297,60,58,54,60,65,1090,340,Medium,Medium,60,58,54,65,43,60
1566,2017-09-01,6,"Crystal Palace",NULL," F. Ladapo",F.,Ladapo,24,62,66,61,ST,4,257,35,60,60,44,58,240,57,45,31,43,64,338,78,77,71,48,64,333,63,68,70,77,55,239,57,18,59,43,62,62,49,11,14,20,54,12,12,11,10,9,1506,328,Medium,Low,77,60,41,60,19,71
1567,2017-09-01,42,Stoke,NULL," R. Hill",R.,Hill,19,62,75,61,CM,13,261,46,37,56,73,49,276,59,41,41,72,63,295,65,61,53,62,54,288,68,62,59,53,46,281,69,42,57,57,56,56,52,44,54,60,57,13,7,14,15,8,1616,339,Medium,Medium,63,48,61,60,49,58
1568,2017-09-01,159,Huddersfield,11134," J. Gorenc Stanković",J.,"Gorenc Stanković",21,62,76,61,CB,14,223,28,39,62,62,32,236,52,44,29,56,55,268,52,53,53,59,51,271,53,59,60,69,30,259,61,57,46,55,40,40,52,59,64,61,46,9,10,12,8,7,1487,322,Medium,Medium,53,40,50,53,61,65
